Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59,,
G52_Ndamba,ɲama,liwoko,lifu,libaku,ulili,litima,ngomi,mbongu,kuluma,mwasi,lipava,maveli,kuyaka,mwana,lifundi,kwisa,kuvalanga,fwa,galu,kulanda,lijeji,-lya,liyi,ntembu,lisu,wuʃu,kuwa,mafuta,mipuku,likonji,motu,ngilu,somba,mchechi,-wuluka,mchechi,ngupa,meni,ugaŋga,luɲweli,mutwi,kupikanila,chambemb,lipembi,ɲumba,njala,mitumbu,kuwulagha,chifiligiji,chimayi,kumaɲa,lijani,liwulu,litima,moku,mulimi,mwesi,mlomu,litawa,lugufu,ngulu,pamihi,mbula,yimu,muntu,ndoɲa,njila,likiɣa,muɲu,muhanga,(ku)lola,kutuma,soni,kuyimba,ŋgosi,kwa mulung#,ŋonju,lyosi,njoka,mgoha,kuhija,ligongoveli ,lijuva,mkila,kumi,ntatu,lulimi,linu ,lipiki,mbili,mitundu,tʃijiji,-tapika,kuyenda pasi,fita,machi,upepu,mdadala ,mitungwi,lyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
G61_Sangu,ɲama,iliwokho,amafulikho,ibandu,uwulili,utumbu,-khome,indege,kiluma na mino,danda,ilifupa,amavele,kivekha,umwaniʃe(mwana),amafunde,kiyinza,kivasa,kifwa,imbwa,kimwela,ilikutu,kinlʷa ,ilíxaaŋxa,ijungwa,liho,uweni,kigwa,amafuta,amagala,nkhonje,umoto,iɲanjala,inswi,sisanu,-guluxa,sina(nsina),kipela,imewe,uwulooŋgo,ulufwili,umutwe,kipulikha,inumbula,ulupembe,iɲumba,injala,amatumbu,kiwulaga,ilifugamilo,mmaji,kimaɲa,ihamba,ulugulu,mutima,isosolo,mgosi,umwesi,umulomo,itawa,ulupuuxo,insingo,paʃilo,imula,yimo,umunu,inoɲa,insila,uludela,umuɲu,umuhanga,kilola,kitwala,nsoni,kiyimba,ɲʃimba homme,uwulanga,itulo,lyosi,njokha,mgoha,kihija,liganga,lijuva,umuʃila,liʃumi,sitatu,ulumyaŋxo,ilino ,ilipiʃi(lipiʃi),vili,amatunji,lijumbi inkhome(ugujumbi),-dexa,kijenda,uwulugu,amalenga,ilipepo,umdala,inungwe,iʃuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
G62_Hehe,iɲama,ili(i)woko,ikifu,ilibande,ikitaanda,ilileme,-komi,ikidege,(uku)luma,idaanda,ikisege,amavele,(ukw)aaka,umuswamu,ilifufu,(uku)sa,(uku)kalila,(uku)fwa,imbwa,(uku)ɲwa,ilisiikisa,uku-lʸa,ilíkaaŋa,indeembwe,iliiho,uwusu,(uku)gwa,amafuta,amagala,uluɲoove,umooto,inzagala,isoomba,-haanu,-guluka,itayi,(uku)tawula,imene,ulugaŋga,ifwiili,umutwe,(uku)pulika,inuumbula,ulupeembe,iɲuumba,inzala,ulutumbu,(uku)fwiisa,ilifugamilo,ikima:ge,(uku)lukagula,ilihaamba,iligulu,umutima,isosoli,gosi,umwesi,umulomo,ilitaawa,uluduuŋgu,isiingo,ikilo,imeeŋelo,imwi,umuunu,indoɲa,iŋaasi,ulúdela,umwino,uluhaanga,(uku)wona,(uku)tuma,iɲoni,ukw-imba,ikigolya homme,umulaanga,itulo,ilisusi,inzoka,umugoha,(uku)hiisa,iligaanga,ilisuva,?,ichumi,-datu,ulúlimi,iliino,ilibiki,-vili,amatu:nzi,libooma,-deeka,(uku)wuka lugeendo,amagoha,ululeenga,iŋaala,umukimama,ikitungwi,icuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
G63_Bena,ɲama,ilivwoko,ikifindza,libandzi,uvwulili,ilileme,-komi,kimudzuni,(ku)luma,idanda,ikidzege,amavele,(kwa)ka,mwana,lifuundi,(kwa)dza,(ku)valila,(ku)fwa,ilibuvwa,kuɲwa,matwì,(ku)lya,ilikaaŋa,ilideembwe,liho,kumiho,(ku)guvwa,amafuta,amagala,ludole,umoto,sagala,isomba,ifihanu,-guluka,fitayi,(ku)peela,imene,uluganga,uluwili,umutwe,(ku)pulika,inumbula,ulupembe,ikaja,ndzala,ulugondze,(ku)koma,lifugamilo,kimage,(ku)maɲa,lihandzu,iligulu,mutima,lisosolo,u(mu)kigosi,umwedzi,mulomo,ilitaβwa,luduuŋgu,singo,ikilo,imula,jimwinga,munu,indoɲa,iɲasi,umúdela,umuɲo,muhanga,(ku)lola,ku-tuma,iɲoni,ku-pwiita,ulugol(y)a homme,uvwulanga,itulo,ilyosi,ilijoka,umugoha,(ku)hidza,iliganga,ilidzuva,mukila,fiɲikyumi,ifidatu,ulumyaŋgo,lino,libiki,vavili,amatundzi,ulutanana,-deeka,(ku)genda,amagoha,luleenga,ŋaala,umukidala,ilimedzi,ikyúuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
G64_Pangwa,ɲama,livogho ?,menge,libanji,vulili,lileme,ngomi,khideke,khuluma,danda,licheke,mavele,khuyakha,mwana,mafunde,khinicha,khuvalila,(khu)fwa,libwa,khuɲwa,mbulukhutu,khulʸa,lixaŋʰa,lidembo,liho,pamiko,khubina,mafuta,makala,lukhonji,mwoto,ɲaha,somba,chihano,-kuluxa,ine,(khu)pela,i-mene(s),mfumbi,luywili,mutwe,(khu)pulikha,mtima,lipembe,ɲumba,njala,matumbu,(khu)buda,lifukamilo,khimake,(khu)maɲa,litundu,likulu,mtima,lisosolo,mkosi,mwechi,mlomo,litawa,mduŋgu,singo,khilo,meŋelo,yimonga,munu,fula,njila,mlela,mwiɲo,mhanga,khulola,(khu)tuma,soni,khuyimba,iŋkola,i-ʃaɲa,khukona itulo(kulala usingi),i-lyosi,liyokha,mkoha,khuhicha,likanga,lichuva,mkhila,kumi,chidatu,ululimi,lino,libihi,fivili,matunji,?,-dexa,khu-kenda,ngondo,makasi,mepo,vadala,nungwa,ʃuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
G65_Kinga,iɲama,ikivoko,ilyela,ilibanzi,uvulili,ilitumbu,mbaha,ikidege,ukuluma,unkisa,ilitsege,amavele,ukupya,umwana,ulukungugu,ukwitsa,ukuvala,ukuswa,imbwa,ukuɲwa,imbulukutu,ukulʸa,ɩlikaŋa,itembwe,iliho,pamiho,ukuguva,amaviga,amabuge,ulukonze,umwoto,iɲagala,isomba,kyahano,-ʦemba,kwani,ukumpa,imene,umaŋga,ulujyuli,untwe,ukupulika,inumbula,ulusuga,iɲumba,inzala,uvutumbu,ukubuda,ilisugamilo,umage,ukukimaɲa,ilyiani,ikilunde,untema,isosolo,ugosi,umwetsi,undomo,ilitawa,uŋkusu,isingo,pakilo,imeŋo,kipamato,umunu,isula,inzila,ʊndɛla,umwiɲo,umanga,ukulola,ukukelika,isoni,ukwimba,iŋguvu,ilivingo,itulu,ukupepa,inzoka,ingoha,ukuhitsa,iliganga,ilitsuva,unkila,kitsigo,kyadatu,ululimi,ilino,ilibiki,sivili,amatunzi,uwutsenge uwudebe,-deka,ukugenda,iligoha,amagasi,imepo,udala,ulumi,ikyʊma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
G66_Wanji,iɲama,luvoko,lipembo,?,uvulili,lileme,-aha,njuni,ŋheɲa,danda,lufumba,mavele,(ku)vika,mwana,lifunde,(ku)kwisa,(ku)vala,(ku)fua,mbua,(ku)ɲua,mbuɣulutu,ku-lia,elekáŋa,n'jungua,liso,pamaso,(ku)ɣua,?,magala,lwove,mwoto,sanjala,inswi,lihano,-pululuka,fine,(ku)pela,mene,lihaŋga,liɲele,mutu,(ku)pulika,nhumbula,lipembe,iɲumba,njaa,matumbu,(ku)budisia,lifundo,kimaɣe,(ku)kagula,litundu,luɣulu,ntima,sosolo,muɣosi,mwesi,mulomo,litavua,nduva,singo,kilo,mula,kimo,munu,fula,lusila,lulela,mwiɲo,lihanga,(ku)lola,(ku)suŋha,soni,(ku)kwimba,ŋgola,vulanga,tulu,lyosi,njoka,malala,(ku)hija,livue,lijuva,nkila,kijiɣo,fitatu,ulumili ,lino,mpiki,fivili,matundilo,likaja,ku-sʷetula,luta lʷa maɣulu,lilugu,malenga,imhepo,n'dala,ulumi,kyuma,,"Nurse D & Philippson G (1975) The “Tanzanian Language Survey” 1,000-word word list was used to elicit data for 100 Eastern Bantu languages. Those data are currently being made available through the Comparative Bantu Online Dictionary project (CBOLD project)."
M11_Pimbwe,iiɲama,ib'oko,itunde,ulugula,itʃitala,inda,-ikulu,ichoni,ukuluma,ib'waazi,ifupa,amadib'a,ukwaaka,umwaana,ilunde,ukwiida,ukub'adya,ukufwa,imbwa,ukunwa,itwi,ukulʸa,ituŋgu,indovu,ilinso,kumiinso,ukuwa,amafuta,amavumbu,uluzala,umnilo,inkwi,inswi,sano,uku-uluka,ine,ukupa,imbudi,insi,eɲele,umtwe,ukupulika,umoodo,ipembe,iɲuumba,indala,indoka dya mnda,ukub'ulaga,ikokola,ichaambi,ukumaɲa,ifwa,ilyulu,itima,inda,umonsi wane [my],umweedi,umnomo,uludina,icikombo,insingo,ub'usiku,impuna,imwi,imntu,imvula,indila,imisisi,umchele,imisanga ,ukulola,ukutumikidya,insoni,ukwiimba,insaβa,mwiyulu,utulo,ilyoonsi,indoka,iisumo,ukwiib'a,iwe,idub'a,umsinda,ikumi,tatu,ululimi,ilino ,umti,b'ili,amatundi,ikada,uku-luka,ukuya,ivita,amandi,umza,umkota ,ulume,icela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M12_Lungwa,ichiɲama,iwoko,itunde,ulugula,icitala,ennda,-nkulu,akamwelwe,ukuluma,uwazi,ifupa,amaziwa,ukwaka,umwana,ilunde,ukwiza,ukuwazya,ukufwa,embwa,ukunwa,itwi,ukulʸa,ituŋgu,inzovu,ilinso,kuminso,ukuwa,amafuta,amavuumbu,uluzala,umoto,inkwi,ennswi,-sanu,uku-uluka,-ne,ukupa,embuzi,innsi,uluɲele,umtwe,ukupulika,umodo,ipembe,eɲumba,enzala,uula,ukumuula,ikookola,ichisyu,ukumaɲa,ifwa,ilyuulu,itima,inda,umonsi,umweezi,umnomo,iziina,icikombo,ensingo,uwusiku,empuna,-mwi,umntu,envula,inzila,umsisi,ichumvi,ulusengela,ukulola,ukutuma,insoni,ukwiimba,insawa,iyulu,utulo,ilyonsi,inzoka,isumo,ukwiwa,iwe ,ilyuuwa,umsinda,ikumi,-tatu,ululimi,iliino ,umti,-wili,amatunzi,ikaada,uku-laka,ukusaafili,isumo,amanzi,umza,umkota ,ulume,icela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M13_Fipa,iiɲama,iikasa,iitwi,ichuula,icitala ,iinda,yaakula,ichuuni,ukuluma,uwaazi,iifupa,amayele,ukwaaka,umwaana,ipuufi,ukwiiza,ukusolosya,uukufwa,siimbwa,ukunwa,iikutwi,uukulʸa,aamayi,iintilya,iliinso,apamaanso,ukupona,amafuta,amavumbu,ulungala,umooto,iinkwi,iinswi,visaano,uku-uluka,zinni,ukupele,imbuzi,uunsili,iiɲele,uumutwe,ukupulika,umweenzo,ulupembe,iŋaanda,iinsala,aamala,ukumola,ikokoola,iichisyu,ukumaɲa,iifwa,ikuulu,iitima,iinda,umonsi,umweezi,umulomo,iziina,umukombo,ingaalo,uusika,iimpuno,lyonga,umuntu,insemba,iinzila,imisisi,umusilya,ulusenga,ukulola,ukutwaala,insoni,ukuluunda,umwili homme,iiyulu,uutulo,ilyunsi,iinzoka,iisumo,ukwiiya,ifinga,ilanzi,umusinda,fuundimbali,ichitatu,ululimi,iliino,umuti,viili,amatunzi,uumuzi,uku-luka,ukulʸata,iivita,amanzi,uumuza,umwanachi ,uulumi,icela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M14_Rungu,ciɲama,ikasa,twi,lyamba lya muti,citala,nda,-kulu,cuɲi,luma,wazi,fupa,mayele,oca,mwana,kumbi,ndanga,penda,fwa,simbwa,ŋa,kutwi,lʸa,yayi,nzovu,linso,pa manso,pona,mafuta,mavumbu,lwala,moto,nkwi,nswi,sano,k-uluka,vini,pela,mbuzi,ivu,ɲele,mutwe,uvwa,mwenzo,mpembe,ŋanda,nzala,mala,umola,kokola,mupeni,maɲa,fwa,kulu,tima,nda,monsi,mwezi,mulomo,zina,ŋkombo,nsingo,usiku,mpuno,conga,muntu,mvula,nzila,-sila,musilya,lusenga,lola,tuma,nsoɲi,imba,mpapa,yulu,tulo,lyunsi,nzoka,sumo,iya,iwe,lanzi,musinda,kumi,tatu,lulimi,lino,muti,-ili,matunzi,muzi,-luka,pita,nkondo,manzi,muza,mwanaci,lumi,fweta,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M15_Mambwe,iɲama,ikasa,itwi,ichula,icitala,inda,ichikulu ,ichuɲi,ukuluma ,uwazi,ifupa,mayele,kulumuka,umwanche,ifwimbi,ukwiza,ukuwala,ukufwa,asimbwa,ukuŋwa ,ikutwi,ukulʸa,-enza,inzovu,ilinso,apamanso,ukupona,amanona,mavumbu,ulungala,umoto,inkwi,inswi,visano,uk-uluka,vini,ukupela,imbuzi,iivu,iɲele,umutwe,ukuvwa,umwenzo,ulupembe,iŋanda,inzala,amala,umolisha,ikokola,ichipeni,ukumaɲa,ifwa,ikulu,itima,inda,umonsi,umwezi,umulomo,izina,iŋkombo,insingo,usiku,impuno,achonga,umuntu,invula,inzila,-sila,umusilya,insenga,ukulola,ukutwala,insoɲi,ukulunda,mkowa,umwi-yulu,utulo,ivyunsi,inzoka,isumo,ukwiya,iwe,ilanzi,umsinda,amtanda,vitatu,ululimi,ilino,umuti,vili,amantunzi,umuzi ukulu,-luka,ukupita,inkondo,amanzi,u-muza,mwanachi ,ulumi,icela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M21_Ndali,tʃiɲamana,akakono,lyoto,mupato,tʃitala,lufukwe,ngulu,kajuni,kuluma,ibanda,mufupa,ilyongo,-aka,mwana,ibingu,-isa,kubala,kufwa,kabwa,kuŋwa,itʃufwo,kulʸa,ifumbi,isofu,lyiso,kumaso,kugwa,mafuta,ameja,lwobe,mulilo,ingu,iswi,ihano,ku-puluka,ina,kupa,imbuʃi,mlongʷi,itʃiŋwili,mutu,kupulika,indumbula,mbembe,ɲumba,isala,amala,kugoga,tʃipefu,mumagi,kumaɲa,lyani,akalundi ,mafwagaja,ingiʃi,mulume,mweʃi,mulomu,iŋgamu,umusofo,iʃingo,buʃiku,imbulo,jimo,mundu,ifula,isila,muʃu,mbeja,msanga,-bona,kutuma,isoni,kuimba,icikanda,kumwaɲa,utulo,lyoʃi,injoka,ngwego,-iba,ijondo,isuba,tʃipepe,kalongo,itatu,lulimi,ilʸino,mukokwe,-bili,matuʃi,itʃipanga,ku-tapika,kugenda,ubwite,miʃi,tʃikungu,mukolo,imbaga,icela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M21_Wanda,tʃiɲamana,(i)kasa,toyi,tʃula,i-tʃitala,(u)wula,tʃikulu,ɲuɲi,(uku)luma,wazi,fupa,(a)mawele,ukwaka,mwana,iwingo,ukwiza,(uku)penda,(uku)fwa,(e)simbwa,(uku)mwa,kutwi,u-kulʸa,lyenza,nzovo,linso,mpumi,(uku)pona,mafuta,meya,lwala,moto,nkuni,inswi,sano,uku-papuka,vini,(uku)pa,(i)mbuzi,umusili,ɲele,mutwe,ukwivwa,mwenzo,mpembe,ŋanda,nzala,(a)mala,(uku)koma,kokola,tʃisu,(uku)maɲa,ifwa,itʃinana,tima,inda,mulume,mwezi,mulomo,izina,umusofo,nsingo,wusiku,mpuno,tʃonga,muntu,(i)mvula,nzila,musisi,membe,(ulu)senga,(uku)lola,(uku)tuma,(aka)kope,ukwimbila,mukwela,iyulu,tulo,tʃunsi,nzoka,sumo,ukwiwa,(i)liwe,lyanzi,musinda,kumi,tatu,ululimi,ilino,muti,-wili,mantunzi,a-kaya,uku-luka,pita ku manama,sumo,minzi,luza,mwanatʃi ,lumi,cela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M22_Namwanga,i-chiɲamana,i-kasa,itoyi,i-chula,i-tʃitala,u-wula,-kulu,i-ɲuɲi,uku-luma,u-wazi,i-fupa,iwele,ukw-aka,u-mwana,i-wingu,ukw-iza,ukupenda,u-kufwa,e-simbwa,u-kumwa,i-kutwi,uku-lʸa,ilyenza,i-nzovu,i-linso,pa-minso,u-kupona,amafuta,ameya,u-lungala,u-moto,i-nkuni,i-nswi,vi-sano,uku-papuka,vini,u-kupa,i-mbuzi,umusili,uluɲele,u-mutwe,ukw-ivwa,u-mwenzo,i-mpempe,iŋanda,i-nzala,a-mala,u-kukoma,i-kokola,i-chisu,uku-maɲa,i-fwa,i-chinama,i-tima,i-nda,u-mulume,u-mwezi,u-mulomo,izina,umusofu,i-nsingo,u-wusiku,i-mpuno,chonga,u-muntu,i-nvula,u-nzila,umusisi,i-membe,u-luselesenga,u-kulola,uku-tuma,akakope,ukw-imbila,umuwili,i-yulu,utulo,i-chunsi,inzoka,i-sumo,ukw-iwa,i-we ,i-lanzi,u-musinda,i-kumi,vi-tatu,u-lulimi,i-lino,u-muti,-wili,amantunzi,akaya-kakulu,uku-lukà,ukupita ku mahama,i-nkondo,a-minzi,u-muza,u-mwanachi ,u-lumi,icela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M23_Nyiha,iʃiyama,iɲov*e,ilota,iʃizula ,iʃilili,ulwaanda,ʃipiti,iɲoɲi,kuluma,amavanda,ifupa,amavele,kwahaa,umwana,amavingo,nzaga,kuvazya,kufwa,imbwa,kumwela,ikutwi,kulʸa,iji,inzovu,ilyinso,kuminso,kugwa,amafuta,amagala,uluzula,umwoto,inkwi,inswi,zisano,ku-βuhaa,zine,kupa,imbuzi,insi,insisi,itwe,kwiivwa,umwoyo,ulupembe,iɲumba,inzara,uβula,kugoga,iʃizuguni,iʃiso,kumaɲa,itunduu,iʃinama,itima,impumi,umulume,umwezi,ilomuu,-zina,iŋkuvu,insingo,uv*usiku,impulo,yooka,umuntu,invula,idala,amazi,iβeya,ulusenga,kulola,kusontelezya,insoni,kuteela,ikwembe,kwivingo,utulo,ilyosi,ngolosu,impalala,kwiv*a,iliwe,izuv*a,ulusinda,iʃumi,zitatu,ulumili,ilʸino ,ikwi,v*av*ili,amantunzi,palutala,ku-tapiha,kujenda ~ jendaga,uβurugu,aminzi,inkungu,umwantanda,imangwe,iʃijera,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M24_Malila,iɲama,iɲove,amalota,ihonda,iʃilili,ulwanda,hapiti,iɲoɲi,kuluma,amavanda,ifupa,amavele,kwaha,umwana,ivingo,inza,kuvazya,kufwa,imbwa,kumwela,ikutwi,kulʸa,ɩ́jɩɩnza,inzovu,ilyiso,isheni,kugwa,amafuta,amagala,uluzula,umwoto,inkwi,inswi,visanu,ku-vuha,vini,kupa,imbuzi,ɩ́ɩnsɩ,insisi,itwe,imvwa,umwoyo,impembe,iɲumba,inzala,uvula,kugoga,ifugamo,ishisu,kumaɲa,itundu,ishinama,ikulu,impuni,umulume,umwezi,ilomu,itawa,iŋkuvu,insingo,uvusiku,impulo,hoka,umuntu,invula,idala,iízi ,iveya,ulusenga,kweɲa,kusonta,insoni,kwimba,ɩ́kwɛɛmbɛ,kumwaɲa,utulo,ilyosi,injoha,impalala,kwiva,iwe,izuva,ulusinda,ishumi,vitatu,ulumili,ilʸino,ikwi,vivili,amantunzi,aha-haya,ku-tapiha,kujenda,uvulugu,aminzi,impepu,umwantanda,imangwe,iʃijela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M25_Safwa,iɲama,ukhono,ilota,ikhonda,iʃilala,ivyanda,gosi,iɲoɲi,alume,idanda,ifupa,amab'ele,apʸe,umwana,ibingu,inza,abazye,afwe,imbw#,amwele,ikutu,alʸe,iɲjinza,ijungwa,iliso,pa maso,agwe,amafuta,amagala,inzula,umwote,inkwi,inswi,zisanu,apululuʃe,zine,apele,imbuzi,insi,isisi,itwe,ahwunvye,umwoyo,ipeta,iɲumba,inzala,ubula,afwizye,ifugamo,umfyo,amaɲe,itundu,iʃinama,amani,impomi,ulume,umwezi,ilomu,itawa,intumbwe,insingo,pasiku,impulo,imo,umuntu,imvula,idala,ilandazi,ilambo,unsanga,ahweɲe,twale,insoni,atale,iŋgola,imwaɲa,utulo,ilyosi,inzoha,impalala,ahwibe,iwe,isaɲa,uluswiha,ilongo,zitatu,ulumili,ilino,ikwi,babili,amatunzi,iʃijiji,atapiʃe,abale,ibo,aminzi,ihala,unʃi ,intungwe,ijela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M28_Lambya,ishiɲamana,iɲov*e,ilota,ichizula,icilili,ulwanda,chikulu,akayuɲi,luma,ivanda,ifupa,amavele,ukwaka,umwana,amavingu,nzaga,ukuvelenga,fwa,imbwa,ŋwela,ikutwi,lʸanga,-enza,izovu,ilyiinso,kuminso,ukugwa,amafuta,amasepe,izula,umoto,inkwi,inswi,zisano,uku-bulaha ,zinne,kupa,imbuzi,insi,insisi,itwe,ukuvwa,u-moyo,ulupembe,iɲumba,izala,amala,goga,ishizwi,ichipeeni,ukumaɲa,itundu,ichinama,itima,impumi,umulume,umwezi,ilomu,izina,iŋkuvu,insingo,uβusiku,impuno,lyoka,umuntu,ivula,izila,-sisi,imbeya,ulusesenga,ukweɲa,tuma,insoni,ukwimba,umuβili,kumwaɲa,utulo,ilyosi,injoka,impalala,ukʷiβa,iv*we,izuv*a,ulusinda,ishumi,zitatu,ululimi,ilʸino,ikwi,ziv*ili,amantunzi,inkaya,-tapika,ukʷenda n,inkondo,amizi,inkungu,umukolo,inganda,icijela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M31_Nyakyusa,ikiɲamana,ikiboko,unfwandilo,ikandi lya mpiki,ubulili,ulwanda,ɲwamu,injuni,ukuluma,ilopa,ikifupa,amabele,ukwaka,umwana,ibingu,-isa,ukubala,ukufwa,imbwa,ukunwa,imbulukutu,ukulʸa,ɩlifuumbɩ,isofu,ikisige,kumaso,ukugwa,amafuta,amajoja,ikyala,umoto,imbabu,inswe,ihamo,ʊkʊ-ɲɛɛla,tuna,ukupa,imbukuku,umfu,iɲwili,untu,ukupilika,indumbula,imbembe,iɲumba,injala,ubula,ukugoga,ukufugama,umage,ukumaɲa,ilyani,ikilundi,ikinie,ingolo,undume,umwesi,undomo,ɩŋgamu,ɩlitumbu,amakosi,pakilo,imbulo,kamo,umundu,ifula,injila,ʊnsi ,umuɲu,usanga,ukuketa,?,isoni,ukwimba,ɩkɩkanda,kumwaɲa,utulo,ilyosi,injoka,ingwego,ukuhija,ibwe,isuba,imbikipik,kalongo,tutatu,ulilimi,ilino,umpiki,tubili,amatusi,ikipanga,kʊ-tɛɛka,ukwenda injila,ubwite,amisi,umbelo,unkikulu,indungwa,ɩkyʊma,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
M42_Bemba,ìnama,ukùboko,imìto,bós,lunga,ì̀-fumo,-kalàmbà,ìco:ni,ukùsuma,ùmulopa,ifùpa,ibe̍:lè,ukùpya,mwano,ì-kumbi,ùkwisa,pend,ukùfwa,imbwà,ukùnwa,ukùtwi,ukùlya,ilìni,insofu,ilìnso,ìnsó,wu,amàfuta,ìlisako,ilyàla,ùmulilo,mukoso,isabì,?,ukùpupuka,?,ukùpe:la,búshí,ùmusilì,ùmusisi,umùtwe,ukùmfwa,umùtima,ulùsengo,àndá,insalaã,ubula,ùkwipaya,ikùfi,pèní ,ukwìsiba,ìlibu:la,ùku:lu,ilìbu,indà,umwà:ume,umwèsi,àkanwa,isì:na,mutoto,ùmukoshi,ubùsiku,ùmo:na,-mo,ùmuntu,ḿfùlà,ǹsila,ùmusila,cele,ùmusènga,ukùmona,tum,soni,imbu,nkàndà,?,utùlo,icùnsi,icilamba,ifùmò,ibu,ìlibwe,akàsuba,umùkila,kumi,?,ulùlimi,ilì:no,ìcimùti,-bili,imisu,umushi,luk,ùkwenda,kóndó,amènsi,ela,umwànakashi,umu-me,shimbi,,collector: Gisèle Teil-Dautrey
M41_Taabwa,nama,uku-boko ,imito,ici-paapa,butanda,i-fumo,-kata,kòònì,kù-sùmà,mùlòpà,i-fupa,libeelé,ku-zyà,mwanike,lìkùmbì,kwiza,kupendo,kù-fwà,kabwa,-nwa ,kutwi,kulya,liyai,nzovu,iliinso,mensu,kupona,ama-futa,lìsàlà,luala,mùlìlò,nkuni,lìsàbì,sanu,kupupuka,ina,kù-pà,mbuʑi,pansi,mùsìsì,mutwe,kù-ùmvwá,mùtìmà,lisééngó,nganda,nzala,mala,kw-ìpàyà,likufi,muere,kumana,lyàànì,kuulu,kini ,inda,mwalalúmé,kwezi,kànwà,liina,mutoto,mukosi,ubu-ʃiku,-ona,-mo,umu-ntu,mvùlà,nzila,muzi,mukele,musenga,kù-mònà,kutuma,?,?,inkanda,muyulu,tùlò,kyúnsì,nzoka,lifumu,?,lìbwè,kooba,mùkìlà,likumi,tatu,lùlìmì,liino,mùtì,tùbìlí,masu,muzi unini,kuluka,kw-èndà,bukali,menda,?,mwànùàkází,lume,kyela,,"collector: Gérard Philippson, Laboratoire Dynamique du Langage, Lyon"
